# lou-ja2kana.csv
# Copyright 2007 Naoki Tomita <tomita@cpan.org>
# License: GPL
#
# This dictionary is based on the following resource.
# - lou-en2kana.csv (Acme::Lou)
# - edict
#   Copyright (C) 2006 The Electronic Dictionary Research 
#   and Development Group, Monash University.

おーい,ハロー
おいでやす,ウェルカム
おおみず,ホワイトエンジェル
おきなさい,マストドゥ
おぎゃあ,クライ
おこしやす,ウェルカム
おしっこ,ナンバーワン
おしどり夫婦,ハピリー・マリード・カップル
おじゃんになる,フォールスルー
おそれ多い,オーガスト
おそろ,セイム
おたんこなす,フール
おっつかっつ,マッチ・ザ・セイム
おっと,ソーリィ
おっとり,ジェントル
おつむ,フェイス
おとっつあん,ファザー
おめでた,ハッピーイベント
おもしい,インタレスティング
おもちゃ屋,トイショップ
おもろい,インタレスティング
おろおろ,ナーバス
おろか,ノット・トゥ・メンション
お握り,ライスボール
お安いご用,イージータスク
お安い御用,イージータスク
お医者さん,ドクター
お蔭で,サンクス・トゥ・ユー
お蔭様で,サンクス・トゥ・ゴッド
お陰様で,サンクユー
お化け,モンスター
お家騒動,ファミリートラブル
お菓子,キャンディー
お芽出度い,ハッピーイベント
お冠,バッドムード
お寒い,プアー
お願い,プリーズ
お願いごと,リクエスト
お願いします,プリーズ
お願い事,リクエスト
お願い申し上げる,プリーズ
お願い致します,プリーズ
お帰り,リターン
お帰りなさい,ウェルカムホーム
お気に召す,ライク
お気に入り,フェイヴァリット
お客さま,ゲスト
お客さん,ゲスト
お客様,ゲスト
お休みなさい,グッドナイト
お供,コンパニオン
お玉,エッグ
お金,マネー
お結び,ライスボール
お見えになる,アライブ
お互い,イーチアザー
お好み,チョイス
お絞り,ウェットタオル
お祭,フェスティヴァル
お祭り,フェスティヴァル
お札,ノート
お雑煮,ニュー・イヤー・ディッシュ
お皿,プレート
お産,バース
お仕舞い,エンド
お子さん,チャイルド
お子様,チャイルド
お持て成し,サービス
お辞儀,バウ
お邪魔虫,サードホイール
お酌,ダンシングガール
お主,ユー
お手々,ハンド
お手て,ハンド
お手手,ハンド
お手上げ,オールオーバー
お手数,トラブル
お手数,トラブル
お手洗い,トイレット
お出で,カムヒア
お出まし,アピアランス
お暑うございます,イット・イズ・ウォーム
お暑うご座います,イット・イズ・ウォーム
お召し,コール
お召し列車,ロイヤルトレイン
お奨め,レコメンデーション
お笑い,コミック
お上,エンペラー
お食事処,レストラン
お尻,ボトム
お浸し,ベジタブル・サイド・ディッシュ
お人よし,イージーマーク
お人好し,イージーマーク
お世話をする,テイク・ケア・オブ
お声掛かり,アンオーダー
お先,フィーチャー
お祖父ちゃん,グランパ
お祖母ちゃん,グランマ
お粗末,プアー
お早う,グッドモーニング
お早うございます,グッドモーニング
お揃い,セイム
お替り,アナザーカップ
お替わり,アナザーカップ
お代り,アナザーカップ
お代わり,アナザーカップ
お宅,ユアハウス
お誕生日おめでとうございます,ハッピーバースデー
お知らせ,ノーティス
お茶,ティー
お昼,ランチ
お喋り,トーク
お釣り,チェンジ
お定まり,ユージュアル
お天道様,サン
お土産,プレゼント
お湯,ホットウォーター
お馴染み,ファミリアー
お日様,サン
お婆ちゃん,グランマ
お百姓さん,ファーマー
お父さま,ファザー
お父さん,ファザー
お父様,ファザー
お腹が空いた,ハングリー
お聞きいただく,アスク
お聞き頂く,アスク
お平に,メイキング・ワンセルフ・コンフォタブル
お返し,リターンギフト
お母さま,マザー
お母さん,マザー
お母様,マザー
お坊っちゃん,サン
お目もじ,パーソナルミーティング
お目見え,アンオーディエンス
お目出度い,ハッピーイベント
お目文字,パーソナルミーティング
お目目,イエス
お役所仕事,レッドテープ
お預けを食う,ハブ・トゥ・ウェイト
お預けを食らう,ハブ・トゥ・ウェイト
お話し中,ビジー
お話中,ビジー
お詫び,アポロジー
かき交ぜる,ミックス
かき合せる,アジャスト
かき混ぜる,ミックス
かき集める,ギャザーアップ
かけ直す,コールアゲイン
かけ離む,ラッシュイン
かけ離れる,クワイト・ディッファレント・フロム
かさかさ,ドライ
かちかち,セット・ロック・ハード
かち合う,イン・コンフリクト・ウィズ
かっ飛ばす,ノックアウト
かてて加えて,オン・トップ・オブ
かどうか,ホエザー・オア・ノット
かなぐり捨てる,スローオフ
かねてから,フォー・サム・タイム
かまける,トゥービジー
かむ,ブロゥ
かもしれん,メイ
かも知れない,メイ
かも知れません,メイ
からきし,クワイト
からっきし,クワイト
からと言って,ジャストビコーズ
からには,ナウザット
かんかん怒る,ゲット・ベリィ・マッド
かん木,ブッシュ
か所,パッセージ
がくんと,サドンリー
がせ,ライ
がたい,ボディービルド
がたがくる,ウェアーアウト
がっかり,ルーズハート
がなる,シャウト
がましい,ルックライク
がまん強い,ペイシェント
がらんと,エンプティー
がら空き,クワイトエンプティー
がら明き,クワイトエンプティー
がる,フィール
がんがん食べる,ピッグアウト
きっぱり,クリアリー
きっぱりと,クリアリー
きゃっ,スクリーム
きょう体,ケース
きりきり,アットワンス
きりっとした,ニート
き損,ダメージ
ぎゃあぎゃあ,スクリーム
ぎゅっと,ハード
くぐり抜ける,ゴースルー
くすむ,クワイアット
くたばる,ダイ
くっきり,クリアリー
くっちゃべる,トーク
くっ付く,キープ・クローズ・トゥ
くねくね,メイキングサム 
くみ取る,アンダースタンド
くよくよ,ウォーリィアバウト
くらい,アバウト
くり抜く,ドリル
くり返す,リピート
くるりと,ラウンド
ぐうぐう,ファスト
ぐうぐう寝ちゃう,フォール・サウンド・アスリープ
ぐっすり,サウンドアスリープ
ぐっすりと,サウンドアスリープ
ぐったり,デッドタイアード
ぐっと,ファスト
ぐでんぐでん,デッドドランク
ぐにゃぐにゃ,ソフト
ぐらい,アバウト
ぐらつく,シェイク
ぐるみ,ウィズ
けい秀画家,ウーマンペインター
けたたましい,ノイジー
けた上げ,キャリー
けた上げる,キャリー
けた上り,キャリー
けど,バット
けども,バット
けりを付ける,フィニッシュ
けり込む,キックイン
けり殺す,キック・トゥ・デス
けれど,バット
けれども,バット
けん引,プル
こうこう,ソー・アンド・ソー
こうもり傘,アンブレラ
こうやって,イン・ディス・ウェイ
こう言う,サッチ
こう言う,サッチ
ここで,ザットイズ
ここん所,ディスプレイス
こざっぱり,ニート
こし器,フィルター
こじつける,フォース
こじ開ける,プライズオープン
こそ,フォーシュア
こちこち,ドライ
こちとら,ウィー
こっ酷い,バッド
こてんこてん,ブラック・アンド・ブルー
こてんぱ,ブラック・アンド・ブルー
こてんぱん,ブラック・アンド・ブルー
ことができる,キャン
こととて,ビコーズ
こにちは,ハロー
こにちわ,ハロー
このおかげで,ビコーズ・オブ・ディス
このため,ビコーズ・オブ・ディス
この次から,フロム・ナウ・オン
この種,ディス・カインド・オブ
この上ない,ベスト
この上なく,モースト・オブ・オール
この上もなく,モースト・オブ・オール
この場合,イン・ディス・ケース
この世,ディスワールド
この世を去る,リーブ・ディス・ワールド
この度,アット・ディス・タイム
この分,アット・ディス・レート
この辺,ディスエリア
この方,ディスパースン
この方,ディスパースン
この様に,イン・ディス・マナー
この類,ディスカインド
こびり付く,スティックトゥ
こよない,ベスト
こりゃ,ヘイゼア
これっきり,アン・エンド・ポイント
これで,ヒア
これと言った,ナッシングスペシャル
これと言って,ナッシングスペシャル
これと同じ,セイム・アズ・ディス
これにより,フロムディス
こんな,サッチ
こんなに,ソー
こんな風に,イン・ディス・ウェイ
こんにちわ,ハロー
こんばんわ,グッドイーブニング
ごたごた,トラブル
ごった,ミックス
ごっつい,ラフ
ごつい,ラフ
ごろりと横になる,スロー・ワンセルフ・ダウン
ご機嫌,プレザント
ご苦労,トラブル
ご降誕,バース
ご座います,イグジスト
ご自身,ヒムセルフ
ご主人,ユアハズバンド
ご心配なく,ネバーマインド
ご新造,ワイフ
ご新造,ワイフ
ご成功,ユアサクセス
ご多分,コモン
ご注文,オーダー
ご殿,パレース
ご念,ウォーリィ
ご無沙汰,ロングサイレンス
ご迷惑,トラブル
ご免,ユアパードゥン
ご免なさい,エクスキューズミー
ご用,ユアオーダー
ご用の方,カスタマー
ご覧,ルック
ご覧なさい,ルック
ご了承,アンダースタンディング
ご令嬢,ドーター
ご令息,サン
さあ,カムナウ
さあさあ,カムナウ
さえ,イーブン
さくらの木,チェリーツリー
さっき,サム・タイム・アゴー
さっぱりした,クリーン
さてさて,ウェル
さては,アンドゼン
さもしい,ミーン
さ迷う,ノックアラウンド
さ来週,ウィーク・アフター・ネクスト
ざあざあ,ホワイト・ノイズ・サウンド
ざあっ,サウンド・オブ・ウォーター
ざら,コモン
ざらざら,フィーリングラフ
ざらつく,ラフフィーリング
ざらにある,コモン
ざらにいる,コモン
ざる,ノット
ざわざわ,ノイジー
ざわつく,ノイジー
しいんと,サイレント
しおらしい,ジェントル
しか,オンリィ
しかない,ハブ・ノー・チョイス
しがない,プアー
しくじる,フェイル
しくる,フェイル
しばく,ストライク
しまいに,アット・ザ・エンド
しゃんと,インシェイプ
しやすい,イージー・トゥ・メイク
しょうも無い,スチューピッド
しょうも無い,スチューピッド
しょっちゅう,オールウェイズ
しょぼくれる,ルーズハート
しようも無い,スチューピッド
しようも無い,スチューピッド
しらばくれる,アクト・アズ・イノセント
しらばっくれる,アクト・アズ・イノセント
しらを切る,プレイイノセント
しんと,サイレント
しんみり,シーリアス
し損じる,フェイル
し損ずる,フェイル
じっくり,ケアフリー
じめじめ,ウェット
じゃ,ウェル
じゃあ,ウェル
じゃあまた明日,シー・ユー・トゥモロー
じゃが芋,ポテト
じゃまたね,シー・ユー・レイター
じろじろ見る,ルック・ハード・アット
すいません,エクスキューズミー
すくすく,ファスト
すくすくと,ファスト
すっかり,オール
すっくと,ストレート
すっと,ストレート
すっとこどっこい,フール
すっ飛ぶ,ラッシュオフ
すばしこい,クイック
すばしっこい,クイック
すべき,シュドゥドゥ
すべすべ,スムーズ
すまし込む,ルックワイズ
すまん,ソーリィ
すら,イーブン
すらっと,スリム
すらりと,スリム
すり寄る,ドロー・クローズ・トゥ
すり替える,スイッチ
すり抜ける,スリップスルー
すれば,イフソー
すれ違う,ミス・イーチ・アザー
すんなり,スリム
すんません,エクスキューズミー
すんまへん,エクスキューズミー
ずぶり,スルー
ずらかる,リーブ
ずらす,シフト
ずれる,スライド
せざるを得ない,ハズ・トゥ・ドゥ
せず,ウィズアウト
せずに,ウィズアウト
せっ生,ヘルスメンテナンス
せびる,ディマンドマネー
せめて,アットリースト
せよ,イーブンイフ
せん孔機,ドリル
そうかと言って,バットスティル
そうさ,シュアシング
そうする,ドゥソー
そうすれば,イフソー
そうでない,ノットソー
そうね,オゥウェル
そう言った,ライクザット
そう身,スリムフィギュア
そう氷,パックアイス
そぐわない,ドゥ・ノット・マッチ
そこそこ,アバウト
そこまで,ゴー・ザット・ファー
そこら辺,アラウンドゼア
そしたら,ゼン
そっくり,オール
そつがない,ウィズアウトエラー
そつのない,ウィズアウトエラー
そない,ソー
そのよう,ザット・カインド・オブ
その為,フォー・ザット・リーズン
その気,ザット・イン・マインド
その気になる,フィール・ライク・イット
その後,アフターザット
その後,アフターザット
その時,アット・ザット・タイム
その実,インファクト
その場合には,イン・ザット・ケース
その節,アット・ザット・タイム
その代り,インステッド
その代わり,インステッド
その通り,ジャスト・ライク・ザット
その道,ライン
その日,ザットデイ
その物,ベリィシング
その癖,アンドイェット
その辺り,ザットエリア
そびれる,フェイル・トゥ・ドゥ
そよ風,ソフトウィンド
そらで歌う,シング・フロム・メモリー
そらで覚える,ラーン・バイ・ハート
そらで言う,スピーク・フロム・メモリー
それからというもの,アフターザット
それじゃ,ウェル
それすら,イーブンザット
それっぽい,ライクザット
それなのに,アンドイェット
それならそうと,イーブンソー
それならそれで,イーブンソー
それなり,インイットセルフ
それにしても,アット・エニー・レート
それはさておき,アパート・フロム・ザット
それはそうと,バイ・ザ・ウェイ
それより,バット
それら,ゾーズ・オーバー・ゼア
それ以来,シンスゼン
それ計り,ザットマッチ
それ故,フォー・ザット・リーズン
それ迄,アンティルゼン
そわそわ,ナーバス
そんだけ,オンリィザット
そんな,サッチ
そんなに,ソーマッチ
そんな具合に,イン・ザット・マナー
そんな風に,イン・ザット・マナー
たった,オンリィ
たった今,ジャストナウ
たっぷり,フル
たどたどしい,ウィズディフィカルティ
たびに,イーチタイム
たりとも,イーブン
たる,フーァー
たんま,タイムアウト
だい,ホエア
だから,ソー
だからこそ,フォー・ディス・リーズン
だからって,イーブンソー
だからと言って,ジャストビコーズ
だが,バット
だけど,ハウエヴァ
だけども,ゾウ
だけれども,ゾウ
ださい,アウト・オブ・ファッション
だの,アンド
だめになる,フェイル
だらける,レイジー
だ捕,キャプチャ
ちっと,ビット
ちっぽけ,ベリィスモール
ちと,ビット
ちびちび,メイキング・サム ・ラスト
ちびっ子,スモールチャイルド
ちまちま,スモール
ちゃいかん,マスト・ノット・ドゥ
ちゃち,チープ
ちゃり,バイシクル
ちゅう,キス
ちょいちょい,オーフン
ちょい役,ビットパート
ちょくちょく,オーフン
ちょこっと,ラザー
ちょっくら,リトル
ちょっとそこまで,トイレットブレイク
ちょっぴり,ベリィ・リトル・ビット
ちょぼ,ドット
ちょろい,イージー
ちょんぼ,ミステイク
ちょん切る,チョップ・サム ・オフ
ちらっと,バイアクシデント
ちらほら,ヒア・アンド・ゼア
ちらり,バイアクシデント
ちんけ,ワースト
ちんちくりん,ショート
っつーか,オアラザー
っつうか,オアラザー
っていうか,オアラザー
ってゆうか,オアラザー
っぱなし,リーブ
ついつい,バイミステイク
つかみ取る,ゲット
つき,ラック
つぎ込む,プットイントゥ
つけ始める,ビギン・トゥ・ライト
つつ,ホワイル
つなぎ合わせる,ジョイン
つなぎ服,ボイラースート
つるつる,スムーズ
つれない,コウルド
てっきり,ビヨンドダウト
てめえ,ユー
てんで,アットオール
であろう,ウィル
できこと,イベント
でさえ,イーブン
でしょう,シンク
ですが,バット
でないと,ウィズアウト
でなければ,ウィズアウト
では,ゼン
でんぐり返る,ターンオーバー
とことん,エンド
として,フォー
とと,フィッシュ
となる,ビカム
とは言え,ゾウ
とびっきり,チョイス
とべ,ラスト
とも,オブコース
ともあろうもの,オブ・オール・ピープル
とやかく言う,ファインドフォールト
とろい,スロー
とんかち,ハマー
とんずら,エスケープ
とんと,ノット・アット・オール
と共に,トゥギャザーウィズ
と言う,セイド
と言うのに,イーブンゾウ
と言うのも,ビコーズ
と言う訳だ,ディス・イズ・ホワイ
と言えば,スピーキングオブ
と言える,ワン・キャン・セイ
と言って,ハウエヴァ
と同じように,ジャストライク
と同じ様に,ジャストライク
どういう風に,イン・ホワット・ウェイ
どうか,プリーズ
どうしょう,ホワット・トゥ・ドゥ
どうしよう,ホワット・トゥ・ドゥ
どうせ,イン・エニー・ケース
どうってことはない,ナッシングスペシャル
どうということもない,ナッシングスペシャル
どうも,サンクス
どうも有難う,サンクユー
どうやって,ハウ
どう言う風に,イン・ホワット・ウェイ
どう致しまして,ユー・ァー・ウェルカム
どきどき,ビート
どぎつい,ラウド
どぎまぎ,ナーバス
どさ回り,オン・ザ・ロード
どさ回りをやる,ゴー・オン・ツアー
どしゃ降り,ヘヴィレイン
どたばた,ノイジー
どちらにしろ,イーザーウェイ
どっこいどっこい,アバウト・ザ・セイム
どっさり,ロットオブ
どっと,サドンリー
どなり立てる,スタンド・アンド・シャウト
どの位,ハウロング
どの位,ハウロング
どの場合にも,イン・エニー・ケース
どれだけ,ハウロング
どれでも,エニーワン
どれ位,ハウロング
どれ位,ハウロング
どんな,ホワット
どんなに,ハウ
どんぴしゃり,デッドオン
どん詰り,エンド
どん尻,テールエンド
どん底,ベリィボトム
なあ,ヘイ
ない交ぜにする,ブレンド
なぎ倒す,ビート
なければならない,ハブ・トゥ・ドゥ
なければならぬ,ハブ・トゥ・ドゥ
なければなりません,ハブ・トゥ・ドゥ
なはる,ドゥ
なら,イフ
ならでは,バット
ならば,イフ
なんだかんだ,サム ・オア・アザー
なんにしても,イーブンソー
における,イン
にかけて,アバウト
にかけては,アット・ホーム・ウィズ
にこり,スマイル
にしては,フォー
にしても,イーブンイフ
にせよ,イーブンイフ
にっこり,スマイル
にて,アット
にも,オールソー
にわか雨,レインシャワー
に依って,バイ
に依り,バイ
に依る,ビコーズオブ
に違いない,ノー・ダウト・ザット
に因って,バイ
に因り,バイ
に因る,ビコーズオブ
に於いて,イン
に過ぎない,ノー・モア・ザン
に似て,シミラートゥ
に取って,トゥ
に就いて,アロング
に就て,アロング
に准じて,インプロポーション
に準じて,インプロポーション
に照らして,イン・ライト・オブ
に対して,アゲンスト
に対する,イン
に反して,アゲンスト
に付いて,アロング
に付き,ビコーズオブ
ぬうっと,サドンリー
ぬえ的,ストレインジ
ぬぐい取る,ワイプオフ
ぬっと,サドンリー
ねじ伏せる,ホールドダウン
ねばならない,ハブ・トゥ・ドゥ
ねばならぬ,ハブ・トゥ・ドゥ
ねばなりません,ハブ・トゥ・ドゥ
のっと,サドンリー
のっぽ,ビーンポール
のどから手が出る,ウォントサム 
のに,イン・オーダー・トゥ
のべつ,オール・ザ・タイム
のぼせ上がる,ビサイドワンセルフ
のみ,オンリィ
のみならず,アズ・ウェル・アズ
のめり込む,フォールフォー
のめる,フォール
のらりくらり,レイジー
の向かいに,オポジットオブ
の辺りに,クローズバイ
はい,イエス
はぎ取る,ティアーオフ
はぐる,ロールアップ
はち切れる,バースト
はっきり,クリアリー
はね上がる,ジャンプアップ
はめ倒す,メイクラブ
はる,ドゥ
ばあちゃん,グランマ
ばい煙,ダーティースモーク
ばったり,サドンリー
ばっちい,ダーティー
ばっちり,シュアシング
ばっと,サドンリー
ばね秤,スプリングバランス
ばやい,ケース
ばらつく,レイン
ばりばり,ワークハード
ばわい,ケース
ぱたり,サドンストップ
ぱたん,サドンストップ
ぱちり,サドンリー
ぱっと,サドンリー
ひけらかす,ショーオフ
ひっくり返す,ターンオーバー
ひっそり,クワイアット
ひとつとっても,ワン・イグザンプル・オブ
ひとり言,スピーキング・トゥ・ワンセルフ
ひとり子,アン・オンリィ・チャイルド
ひと雨,シャワー
ひと月,ワンマンス
ひと言,シングルワード
ひと口,ワンワード
ひと時,モーメント
ひと肌,スキン
ひと晩,ワンイーブニング
ひど過ぎる,トゥーマッチ
ひな鳥,ベイビーバード
ひもじい,ハングリー
ひやりはっと,クローズコール
ひょいと,バイチャンス
ひょっこり,バイチャンス
ひょっとしたら,バイ・サム・ポッシビリティ
ひょっとして,バイ・エニー・チャンス
ひょっとすると,パハップス
ひょろりと,ロング・アンド・シン
ひょんな,ストレインジ
ひ弱,ウィーク
ひ弱い,ウィーク
びしょびしょ,ウェットスルー
びっしょり,ウェットスルー
びっしり,クラウディドクローズ
びり,アット・ザ・ボトム
びんびん,ハード
ぴしゃり,フラット
ぴたっと,サドンリー
ぴたりと,サドンリー
ぴったり,シャープ
ぴりっとくる,ホット
ぴりぴり,ホット
ぴんと張る,プルタイト
ぴんと来る,ゲット
ふい,エンディング・ウィズアウト・リザルト
ふいにする,ウェィストオール
ふいになる,カム・トゥ・ナッシング
ふかふかした,ソフト
ふき取る,ワイプオフ
ふくよか,フル
ふしだら,ファスト
ふらっと,バイチャンス
ぶかぶか,トゥービッグ
ぶっつけ,ファースト
ぶっとい,ファット
ぶっ殺す,ビート・トゥ・デス
ぶっ飛ばす,ビート
ぶどう酒,ワイン
ぶらつく,スウィング
ぶらぶら,スウィング
ぶら下がる,ハングフロム
ぶら下げる,ハング
ぶりぶり,インアンガー
ぶり返す,カムバック
ぶれ,カメラシェイク
ぶん殴る,ノック
ぷりぷり,インアンガー
ぷりぷりして,インアンガー
ぷんぷんして,インアンガー
へこたれる,ルーズハート
へし折る,ブレイク
へそをまげる,ゲットアングリー
へたれ,レイジー
へべれけ,ドランク
へぼ,プアーハンド
へりくだって,キャップ・イン・ハンド
べからざる,マストノット
べきではない,シュドゥノット
べこべこ,エンプティー
べそをかく,レディ・トゥ・クライ
べた,プアー
べたべた,オールオーバー
べた褒め,ハイプレイズ
べた褒め,ハイプレイズ
べったり,ハード
ぺけ,ノーグッド
ぺったり,ファスト
ほかす,スローアウェイ
ほかほか,ウォーム
ほぞを噛む,ベリィソーリィ
ほとんど人,モーストピープル
ほど近い,ニヤー
ほな,ウェルゼン
ほめぱげ,ホームペイジ
ほやほや,フレッシュ
ほら話,トールストーリー
ほ乳瓶,ベイビーボトゥル
ぼちぼち,リトル・バイ・リトル
ぼつぼつ,ヒア・アンド・ゼア
ぼぼ,ベイビー
ぼらぼら,ワン・アフター・アナザー
ぼろ儲け,イージーマネー
ぽっくり,サドンリー
ぽってり,ファット
ぽつぽつ,ビット・バイ・ビット
まあ,ユー・マイト・セイ
まいう,デリシャス
まいうー,デリシャス
まき散らす,スプレッド
まさかの時,レイニーデイ
まざまざと,クリアリー
またね,シー・ユー・レイター
まっ四角,スクエア
まともに,フェアー・アンド・スクエア
まん前,ライト・イン・フロント
まん前に,ジャストオポジット
みかじめ料,プロテクションマネー
みたい,ソートオブ
み使い,エンジェル
むかつく,フィールアングリー
むきになる,ビカムシーリアス
むずい,ディッフィカルト
むらむらと,サドンリー
めり込む,シンクイントゥ
めんこい,ラブリー
もう,オールレディー
もうひと頑張り,ワン・モア・エフォート
もう一つ,アナザー
もう一回,ワンスモア
もう一頑張り,ワン・モア・エフォート
もう一度,ワンスモア
もう一遍,ワンスモア
もう直ぐ,ベリィスーン
もぎ取る,ピック
もくる,スモーク
もぐ,ピック
もげる,カムオフ
もさることながら,イーブン・モア・ザン
もしかし,パハップス
もしそうなら,イフソー
もしもし,ハロー
もし可能ならば,イフポッシブル
もたつく,スロー
もたもた,スロー
もっかい,ワンスモア
もっと,モア
もっぺん,ワンスモア
もどかしい,ノット・クイック・イナフ
ものだから,リーズン・フォー・サム 
ものである,イズ・サム ・ザット
ものですから,リーズン・オア・エクスキューズ
ものの,バット
ものの数ではない,ナッシングスペシャル
もめ事,トラブル
もやもや,フィールサッド
もんだから,リーズン・フォー・サム 
やきもき,ウォーリィアバウト
やせ細る,ルーズウェイト
やって見る,トライ・アンド・ドゥ
やって来る,カムアロング
やっと,アットラスト
やっぱし,オールソー
やっ付ける,ビート
やらざるを得ない,ハズ・トゥ・ドゥ
やらしい,ダーティー
やりこい,ソフト
やり繰り,メイキングドゥ
やり切れない,トゥーマッチ
やり直す,ドゥ・オーバー・アゲイン
やり方,ウェイ
ゆすり取る,シェイクダウン
ゆとり,リザーブ
ゆり落とす,シェイクダウン
ようにする,シュアトゥ
よく,オーフン
よしんば,イフ
よじ登る,クライム
より良い,ベター
らっしゃる,ゴー
ろう者,デフパースン
ろく,グッド
ろ過器,フィルター
ろ紙,フィルターペーパー
ろ水タンク,フィルターベッド
ろ水器,ウォーターフィルター
ろ波器,フィルター
わが国,アワーカントリー
わき道,サイドロード
わくわく,ゲットナーバス
わけが無い,ノーリーズン
わけにはいか無い,インポッシブル・トゥ・ドゥ
を通して,スルー
アート紙,アートペーパー
アドレス帳,アドレスブック
アマチュア無線,アマチュアレイディオ
アマチュア無線局,アマチュア・レイディオ・ステーション
アメリカ熊,ブラックベアー
アラビアコーヒーの木,コーヒーツリー
アンチック体,アンティーク
イキがいい,フレッシュ
イケてる,クール
イメージ管,イメージチューブ
インク消し,インクイレーザー
インク瓶,ボトゥル・オブ・インク
ウォール街,ウォールストリート
ウンスンかるた,オールド・カード・ゲーム
エサ箱,フィードボックス
エネルギー産業,エナジーインダストリー
エネルギー準位,エナジーレベル
エネルギー帯,エナジーバンド
エロ爺,ダーティー・オールド・マン
エンジン発動機,エンジン
オープンシステム病院,オープン・システム・ホスピタル
オープン勘定,オープンアカウント
オープン戦,オープンゲーム
オトナ語,アダルトランゲージ
オレンジ色,オレンジ
カタン糸,コットン
カ所,パッセージ
ガス管,ガスパイプ
ガス機関,ガスエンジン
ガス銃,ガスガン
ガス田,ガスフィールド
ガス灯,ガスライト
ガタがくる,ウェアーアウト
